code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb_x,mktcap,nmc,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb_y,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600435 ,北方导航,0.197,10.17,10.16,10.29,10.03,10.15,16977990.0,1.13998,172761868.0,339.0,7.27,1514638.44,1514638.44,专用机械,北京,2815.01,14.89,14.89,432234.5,287716.88,91091.93,7398.31,0.05,0.003,1.43,7.1,20030704.0,42897.15,0.29,-29.71,0.09,38.99,0.56,138600.0
600433 ,冠豪高新,0.893,4.52,4.47,4.55,4.45,4.48,11099192.0,0.8730500000000001,49975115.0,50.222,2.187,574634.580236,574634.580236,造纸,广东,52.15,12.71,12.71,397077.5,137187.98,225154.16,69612.9,0.55,0.09,2.07,2.17,20030619.0,55521.46,0.44,23.8,106.89,20.29,4.28,52000.0
600429 ,三元股份,0.0,5.96,5.97,5.99,5.92,5.96,1519003.0,0.17164000000000001,9039034.0,116.863,1.8,892544.225896,527460.0,乳制品,北京,48.15,8.85,14.98,1372405.13,390454.88,253496.41,331037.34,2.21,0.09300000000000001,3.31,1.8,20030915.0,1315.64,0.01,21.07,12.61,33.6,2.45,28247.0
600428 ,中远海特,-0.952,4.16,4.22,4.25,4.11,4.2,18179964.0,0.8469,75879161.0,37.477,0.919,893006.720736,893006.720736,水运,广东,52.4,21.47,21.47,2157191.75,301942.72,1648728.13,427764.0,1.99,0.06,4.46,0.94,20020418.0,263226.94,1.23,10.98,-20.17,14.59,2.34,114871.0
600426 ,华鲁恒升,-1.057,14.98,15.24,15.28,14.88,15.14,18439356.0,1.14005,277107868.0,8.036,2.019,2436736.3055,2422890.465268,农药化肥,山东,8.16,16.17,16.27,1865702.75,431668.31,1298316.38,206281.5,1.27,1.86,7.42,2.04,20020620.0,764532.88,4.7,37.94,147.1,30.48,21.03,59403.0
600425 ,青松建化,0.556,5.43,5.4,5.77,5.3,5.4,124744782.0,9.04741,687528950.0,135.75,1.6640000000000001,748683.016698,748683.016698,水泥,新疆,12.35,13.79,13.79,969870.88,260353.17,497044.66,319894.06,2.32,0.32799999999999996,3.26,1.65,20030724.0,-21416.7,-0.16,24.26,18509.93,30.6,23.16,85000.0
600423 ,*ST柳化,-0.935,4.24,4.28,4.29,4.17,4.28,8618634.0,1.07909,36530844.0,4.711,1.5470000000000002,338646.691024,338646.691024,农药化肥,广西,8.76,7.99,7.99,274252.75,113968.55,154902.16,188618.42,2.36,0.9,2.74,1.56,20030717.0,-57661.41,-0.72,9.75,534.11,14.04,19.43,29583.0
600423 ,*ST柳化,-0.935,4.24,4.28,4.29,4.17,4.28,8618634.0,1.07909,36530844.0,4.711,1.5470000000000002,338646.691024,338646.691024,农药化肥,广西,8.76,7.99,7.99,274252.75,113968.55,154902.16,188618.42,2.36,0.9,2.74,1.56,20030717.0,-57661.41,-0.72,9.75,534.11,14.04,19.43,29583.0
600422 ,昆药集团,9.36,11.1,10.25,11.17,10.21,10.15,46761479.0,6.16343,504413359.0,26.422,2.327,846255.11112,842149.22112,中成药,云南,21.8,7.59,7.62,656959.38,353974.0,55585.83,141142.52,1.85,0.34,4.92,2.06,20001206.0,159870.09,2.1,23.0,-5.0,50.07,5.27,47064.0
600421 ,ST仰帆,5.008,12.79,12.68,12.79,12.18,12.18,2057118.0,1.0517,26147374.0,-319.75,1967.692,250172.4,250172.4,机械基件,湖北,0.0,1.96,1.96,4843.75,637.25,2910.01,20138.47,1.03,-0.024,0.01,1864.9,20040607.0,-42373.9,-2.17,-100.14,-104.96,0.0,0.0,8466.0
600421 ,ST仰帆,5.008,12.79,12.68,12.79,12.18,12.18,2057118.0,1.0517,26147374.0,-319.75,1967.692,250172.4,250172.4,机械基件,湖北,0.0,1.96,1.96,4843.75,637.25,2910.01,20138.47,1.03,-0.024,0.01,1864.9,20040607.0,-42373.9,-2.17,-100.14,-104.96,0.0,0.0,8466.0
600420 ,现代制药,-0.294,10.19,10.16,10.32,10.1,10.22,4632727.0,0.8050400000000001,47344285.0,21.923000000000002,1.62,1076295.18053,586400.673276,化学制药,上海,14.03,5.75,10.56,1647613.0,817134.38,620352.5,256307.63,2.43,0.52,6.42,1.59,20040616.0,285555.91,2.7,28.82,29.37,49.93,6.8,25133.0
600419 ,天润乳业,-1.154,17.99,18.1,18.33,17.77,18.2,5254570.0,2.53704,94630336.0,18.74,4.088,372598.837982,372598.837982,乳制品,新疆,27.1,2.07,2.07,185406.13,56240.11,66072.18,50348.84,2.43,0.504,4.4,4.14,20010628.0,17958.18,0.87,21.25,20.83,27.67,9.44,18926.0
600418 ,江淮汽车,1.134,5.35,5.31,5.4,5.29,5.29,16503001.0,0.87165,88357231.0,23.261,0.74,1012921.982595,1012921.982595,汽车整车,安徽,157.06,18.93,18.93,4753434.0,2527564.5,1282958.38,521784.81,2.76,0.025,7.23,0.73,20010824.0,482850.81,2.55,2.22,-78.13,8.71,0.13,94497.0
600416 ,湘电股份,2.466,7.48,7.31,7.63,7.28,7.3,14086104.0,1.59808,105357684.0,74.8,1.174,707484.0751,659318.325776,电气设备,湖南,0.0,8.81,9.46,2254052.0,1609846.38,183383.75,486753.59,5.15,-0.45399999999999996,6.37,1.15,20020718.0,326.89,0.0,-32.07,-892.31,12.96,-9.5,31888.0
600415 ,小商品城,1.288,4.72,4.66,4.74,4.62,4.66,14943280.0,0.27453,70201033.0,17.481,2.112,2569197.091072,2569197.091072,商品城,浙江,14.0,54.43,54.43,2565503.5,1018469.13,561015.56,160856.13,0.3,0.25,2.24,2.08,20020509.0,404521.38,0.74,-70.69,9.85,50.32,51.87,212254.0
600410 ,华胜天成,9.315,9.74,8.88,9.8,8.7,8.91,105415039.0,9.59415,984490047.0,47.008,2.183,1073658.105042,1070176.055042,软件服务,北京,143.9,10.99,11.02,1153908.38,651628.94,42986.37,254960.0,2.31,0.046,4.46,2.0,20040427.0,110952.82,1.01,-4.62,-72.92,17.52,1.36,85793.0
600409 ,三友化工,-0.556,7.16,7.16,7.22,7.1,7.2,20194634.0,0.99123,144866700.0,7.419,1.343,1478074.204768,1458722.853436,化工原料,河北,7.22,20.37,20.64,2558322.75,796596.13,1296672.0,354488.22,1.72,0.748,5.33,1.35,20030618.0,503589.69,2.44,0.23,5.47,28.34,10.33,71577.0
600408 ,*ST安泰,-0.694,4.29,4.35,4.43,4.22,4.32,16185279.0,1.6076000000000001,69535780.0,-15.321,3.473,431917.2,431917.2,焦炭加工,山西,5.73,10.07,10.07,550854.06,219631.5,287332.78,145230.27,1.44,0.5660000000000001,1.24,3.5,20030212.0,-135086.81,-1.34,48.98,5918.53,11.73,8.93,68900.0
600408 ,*ST安泰,-0.694,4.29,4.35,4.43,4.22,4.32,16185279.0,1.6076000000000001,69535780.0,-15.321,3.473,431917.2,431917.2,焦炭加工,山西,5.73,10.07,10.07,550854.06,219631.5,287332.78,145230.27,1.44,0.5660000000000001,1.24,3.5,20030212.0,-135086.81,-1.34,48.98,5918.53,11.73,8.93,68900.0
600406 ,国电南瑞,2.516,22.41,21.79,22.74,21.79,21.86,25790876.0,1.01014,578237220.0,28.367,3.9450000000000003,10358159.995125,5721733.153494,软件服务,江苏,32.72,25.53,46.22,4924718.0,3959232.75,494361.44,966462.88,2.09,0.52,5.68,3.85,20031016.0,1103511.5,2.39,25.23,35.74,27.71,13.5,55968.0
600405 ,动力源,-0.35,5.69,5.68,5.77,5.63,5.71,7621335.0,1.37749,43502121.0,142.25,2.442,314813.729912,314813.729912,电气设备,北京,0.0,5.53,5.53,280106.75,144870.81,91923.86,53321.94,0.96,-0.09,2.37,2.41,20040401.0,21486.18,0.39,-17.39,-71.54,34.74,-6.82,100672.0
600403 ,大有能源,0.224,4.47,4.46,4.49,4.41,4.46,2630703.0,0.11003,11707568.0,22.35,1.412,1068693.143694,1068693.143694,煤炭开采,河南,11.88,23.91,23.91,1662883.25,743320.63,674535.31,32854.75,0.14,0.282,3.17,1.41,20031009.0,423336.75,1.77,8.63,62.67,34.91,11.57,20839.0
600401 ,*ST海润,0.0,0.87,0.0,0.0,0.0,0.87,0.0,0.0,0.0,-1.673,27.103,411069.358224,411069.358224,半导体,江苏,0.0,47.25,47.25,1120131.75,392411.44,541462.5,125456.07,0.27,-0.222,0.03,0.0,20030924.0,-581781.25,-1.23,-67.45,-18.62,17.31,-133.46,241924.0
600401 ,*ST海润,0.0,0.87,0.0,0.0,0.0,0.87,0.0,0.0,0.0,-1.673,27.103,411069.358224,411069.358224,半导体,江苏,0.0,47.25,47.25,1120131.75,392411.44,541462.5,125456.07,0.27,-0.222,0.03,0.0,20030924.0,-581781.25,-1.23,-67.45,-18.62,17.31,-133.46,241924.0
600400 ,红豆股份,0.462,4.35,4.31,4.36,4.29,4.33,6552979.0,0.2625,28409779.0,12.794,2.7560000000000002,1101966.75672,1085915.35938,服饰,江苏,47.42,24.96,25.33,531975.69,274892.5,39663.76,75230.4,0.3,0.068,1.58,2.74,20010108.0,85825.45,0.34,-15.18,-69.49,28.05,10.25,35478.0
600399 ,*ST抚钢,4.156,4.26,4.08,4.29,4.04,4.09,18560387.0,0.94115,78713255.0,-4.136,-5.812,840114.6,840114.6,特种钢,辽宁,0.0,19.72,19.72,850870.13,411350.91,280878.25,46257.43,0.23,-0.064,-0.48,-8.46,20001229.0,-278318.13,-1.41,5.6,-287.01,8.96,-2.9,118646.0
600399 ,*ST抚钢,4.156,4.26,4.08,4.29,4.04,4.09,18560387.0,0.94115,78713255.0,-4.136,-5.812,840114.6,840114.6,特种钢,辽宁,0.0,19.72,19.72,850870.13,411350.91,280878.25,46257.43,0.23,-0.064,-0.48,-8.46,20001229.0,-278318.13,-1.41,5.6,-287.01,8.96,-2.9,118646.0
600398 ,海澜之家,-0.507,9.81,9.87,9.91,9.77,9.86,3138411.0,0.06985000000000001,30876767.0,13.257,3.791,4407395.523444,4407395.523444,服饰,江苏,12.64,44.93,44.93,2869858.25,2066967.63,368227.06,203270.98,0.45,0.585,2.59,3.81,20001228.0,707853.56,1.58,4.53,4.66,43.42,20.15,41800.0
600397 ,*ST安煤,0.709,2.84,2.85,2.87,2.79,2.82,6180305.0,0.6243000000000001,17490114.0,-4.074,3.201,281148.606488,281148.606488,煤炭开采,江西,25.7,9.9,9.9,690510.81,279171.22,291413.0,186328.3,1.88,0.08199999999999999,0.89,3.18,20020702.0,-232366.47,-2.35,25.57,180.96,13.06,2.32,55631.0
600397 ,*ST安煤,0.709,2.84,2.85,2.87,2.79,2.82,6180305.0,0.6243000000000001,17490114.0,-4.074,3.201,281148.606488,281148.606488,煤炭开采,江西,25.7,9.9,9.9,690510.81,279171.22,291413.0,186328.3,1.88,0.08199999999999999,0.89,3.18,20020702.0,-232366.47,-2.35,25.57,180.96,13.06,2.32,55631.0
600396 ,金山股份,0.787,2.56,2.55,2.58,2.52,2.54,9409634.0,0.63893,24021933.0,-4.209,1.666,377012.945152,377012.945152,火力发电,辽宁,0.0,14.73,14.73,2029967.63,225425.3,1636537.88,135165.31,0.92,-0.295,1.54,1.65,20010328.0,-69331.38,-0.47,7.27,-41.12,3.76,-8.04,72533.0
600395 ,盘江股份,-0.175,5.72,5.74,5.77,5.7,5.73,6502099.0,0.39286000000000004,37291650.0,10.792,1.3820000000000001,946689.664492,946689.664492,煤炭开采,贵州,9.79,16.55,16.55,1258305.25,448779.31,271356.03,242938.8,1.47,0.439,4.14,1.38,20010531.0,164634.77,0.99,2.13,12.76,34.16,16.35,51577.0
600393 ,粤泰股份,-0.667,2.98,2.96,3.0,2.93,3.0,29191637.0,2.954,86877954.0,6.478,1.221,755801.86526,294485.254496,全国地产,广东,9.08,9.88,25.36,1998867.0,1863854.25,21206.47,207172.13,0.82,0.248,2.44,1.23,20010319.0,137087.27,0.54,-50.41,-47.27,37.21,25.18,33501.0
600392 ,盛和资源,1.859,12.6,12.37,12.68,12.19,12.37,46323538.0,3.22976,574773816.0,47.745,4.188,2211510.50442,1807183.16352,小金属,四川,48.15,14.34,17.55,882621.31,660197.31,55905.23,211916.09,1.21,0.193,3.01,4.11,20030529.0,136767.88,0.78,33.79,-15.16,14.5,6.36,99154.0
600391 ,航发科技,-0.118,17.0,17.04,17.18,16.76,17.02,8291349.0,2.51155,140819266.0,121.429,3.297,561219.9239,561219.9239,航空,四川,0.0,3.3,3.3,587485.75,377415.38,173608.17,101153.42,3.06,-0.23399999999999999,5.16,3.3,20011212.0,25591.9,0.78,5.79,-441.44,14.58,-5.55,49120.0
600390 ,五矿资本,1.321,10.74,10.6,10.85,10.47,10.6,15091145.0,2.93866,160730422.0,15.127,1.226,4025768.585268,551539.541352,多元金融,湖南,17.57,5.14,37.48,11823611.0,4386911.5,4681.53,2207302.0,5.89,0.452,8.76,1.21,20010115.0,475889.59,1.27,-15.46,-19.68,40.51,28.03,37259.0
600389 ,江山股份,-0.213,18.72,18.86,18.92,18.7,18.76,1185094.0,0.39902000000000004,22286757.0,22.331,3.198,555984.0,555984.0,农药化肥,江苏,16.1,2.97,2.97,299149.16,123620.65,120889.25,11411.21,0.38,0.8740000000000001,5.85,3.21,20010110.0,110861.6,3.73,18.48,197.33,19.27,9.13,11375.0
600388 ,龙净环保,0.078,12.89,12.88,12.98,12.81,12.88,4725548.0,0.44203000000000003,60945674.0,18.956,2.842,1378005.45,1378005.45,环境保护,福建,19.49,10.69,10.69,1798050.38,1467480.75,97985.18,48264.09,0.45,0.496,4.53,2.84,20001229.0,297322.84,2.78,13.8,12.56,25.44,9.37,107367.0
600387 ,海越能源,0.101,9.88,9.78,9.94,9.71,9.87,11863008.0,3.07563,116226495.0,28.229,1.75,466417.474432,381081.48,石油贸易,浙江,12.02,3.86,4.72,994404.13,322265.91,503690.06,113969.97,2.41,0.616,5.65,1.75,20040218.0,73252.5,1.55,121.52,594.79,5.25,1.75,25355.0
600386 ,北巴传媒,4.545,5.29,5.08,5.32,5.06,5.06,21452938.0,2.66033,111392745.0,40.692,2.403,426585.6,426585.6,公共交通,北京,47.57,8.06,8.06,453356.25,207199.27,120803.97,23846.96,0.3,0.08,2.17,2.33,20010216.0,50497.05,0.63,15.78,-20.58,17.31,1.92,30115.0
600385 ,山东金泰,2.605,11.03,10.91,11.13,10.74,10.75,2003000.0,1.40292,21983647.0,-275.75,25.929,163362.184244,157479.516842,黄金,山东,0.0,1.43,1.48,16938.0,15462.01,53.77,29904.44,2.02,-0.05,0.43,25.27,20010723.0,-41583.94,-2.81,-32.42,-58.91,94.36,-177.2,12014.0
600383 ,金地集团,0.513,13.72,13.7,13.93,13.4,13.65,33915936.0,0.7512500000000001,462494177.0,9.026,1.425,6194008.660784,6194008.660784,全国地产,深圳,8.81,45.15,45.15,26192286.0,21826392.0,107210.67,325155.75,0.72,1.162,9.63,1.42,20010412.0,3312448.75,7.34,60.7,131.21,41.39,15.79,62663.0
600382 ,广东明珠,0.428,9.38,9.34,9.6,9.3,9.34,4844396.0,1.41754,45702166.0,13.211,0.8160000000000001,437881.607996,320558.3108,商贸代理,广东,11.23,3.42,4.67,683231.19,360627.97,5148.62,194872.05,4.17,0.624,11.5,0.81,20010118.0,273584.5,5.86,24.18,19.1,88.5,59.1,24867.0
600381 ,青海春天,-0.279,7.15,7.11,7.23,7.08,7.17,3913854.0,0.66669,27996678.0,14.592,1.77,419748.429815,419748.429815,医疗保健,青海,48.87,5.87,5.87,249186.59,179932.3,13717.61,23340.71,0.4,0.1,4.05,1.77,20010508.0,144796.22,2.47,-30.74,-65.83,30.04,25.45,42777.0
600380 ,健康元,1.322,9.2,9.09,9.22,9.09,9.08,13379269.0,0.69035,122339327.0,6.743,1.869,1782990.67096,1782990.67096,化学制药,深圳,20.58,19.38,19.38,2151198.25,1328509.0,408192.75,91858.65,0.47,0.41,4.92,1.85,20010608.0,484740.44,2.5,5.22,-68.34,63.15,7.43,111825.0
600379 ,宝光股份,2.086,8.32,8.2,8.33,8.19,8.15,2114822.0,0.8966500000000001,17503174.0,54.45,3.739,196234.07232,196234.07232,电气设备,陕西,42.31,2.36,2.36,78450.1,55426.4,20051.9,763.87,0.03,0.14400000000000002,2.23,3.66,20020116.0,24593.07,1.04,9.2,-1.1,22.51,5.2,14068.0
600378 ,天科股份,-0.841,11.79,11.76,11.98,11.66,11.89,2889374.0,0.9722200000000001,34021702.0,58.95,4.284,987042.292821,350390.891268,化工原料,四川,187.67,2.97,8.37,108988.52,81307.75,26463.65,15308.55,0.18,0.13,2.75,4.32,20010111.0,30113.35,0.36,15.67,45.77,29.66,10.6,17144.0
600377 ,宁沪高速,-0.303,9.87,9.9,9.93,9.85,9.9,3660035.0,0.09637000000000001,36205267.0,13.858,1.917,4972256.7825,3748607.597385,路桥,江苏,10.24,37.98,50.38,4667608.0,574616.88,177629.66,1042838.81,2.07,0.725,5.15,1.92,20010116.0,583523.5,1.16,9.32,26.11,57.13,47.79,22448.0
600376 ,首开股份,-1.049,9.43,9.53,9.63,9.36,9.53,9028216.0,0.35463000000000006,85557619.0,12.905,1.1219999999999999,2432530.023206,2400698.799824,区域地产,北京,10.65,25.46,25.8,26728756.0,24323266.0,81791.07,766312.81,2.97,0.55,8.4,1.13,20010312.0,951077.88,3.69,36.23,89.62,25.85,8.38,46858.0
600375 ,华菱星马,3.058,6.74,6.5,6.84,6.34,6.54,34345207.0,6.18008,227053249.0,67.4,1.355,374569.162378,374569.162378,汽车整车,安徽,183.74,5.56,5.56,1206708.38,670597.44,287298.25,266488.34,4.8,0.027000000000000003,4.97,1.31,20030401.0,-55901.4,-1.01,14.36,-32.37,13.38,0.29,29157.0
600373 ,中文传媒,1.337,15.92,15.55,16.13,15.52,15.71,12373877.0,0.898,196489404.0,15.162,1.709,2193680.5198,2193680.5198,出版业,江西,13.45,13.78,13.78,2349419.75,1579207.88,129283.46,543856.19,3.95,0.8759999999999999,9.31,1.69,20020304.0,591162.44,4.29,-0.02,9.58,36.3,13.43,34180.0
600372 ,中航电子,-0.882,16.85,16.8,16.97,16.71,17.0,7613039.0,0.43276000000000003,128212206.0,61.429,4.165,2964221.68011,2964221.68011,航空,北京,90.61,17.59,17.59,2217535.25,1669496.5,294590.03,150825.75,0.86,0.14,3.92,4.34,20010706.0,321538.66,1.83,14.0,12.14,30.57,5.38,48818.0
600371 ,万向德农,2.39,8.14,7.97,8.23,7.88,7.95,4261997.0,1.89372,34442423.0,31.308,4.005,183198.84,183198.84,种植业,黑龙江,40.63,2.25,2.25,78563.71,53794.76,10793.32,3444.68,0.15,0.147,2.12,3.75,20020916.0,14310.35,0.64,8.46,-1.08,45.17,18.69,21585.0
600370 ,三房巷,3.736,3.61,3.48,3.78,3.48,3.48,12681951.0,1.5907200000000001,45937963.0,65.28,2.212,287805.16703,287805.16703,纺织,江苏,44.6,7.97,7.97,183322.27,153078.02,26888.09,5900.81,0.07,0.059000000000000004,1.63,2.13,20030306.0,33360.15,0.42,13.87,21.19,12.71,5.37,29844.0
600369 ,西南证券,1.439,5.64,5.57,5.64,5.47,5.56,61862392.0,1.09586,344083044.0,47.0,1.674,3183841.545936,3183841.545936,证券,重庆,79.26,56.45,56.45,6440486.0,0.0,32069.52,776734.31,1.38,0.053,3.37,1.65,20010109.0,262802.22,0.47,-17.91,-49.71,0.0,16.25,140337.0
600368 ,五洲交通,-1.039,3.81,3.87,3.89,3.79,3.85,19418811.0,1.7251500000000002,74346077.0,10.026,1.201,428865.817908,428865.817908,路桥,广西,10.22,11.26,11.26,1060263.75,354116.25,582004.19,46764.51,0.42,0.377,3.17,1.21,20001221.0,150469.5,1.34,1.52,15.34,50.7,23.31,52700.0
600367 ,红星发展,0.0,9.03,8.99,9.04,8.85,9.03,4518200.0,1.55158,40495116.0,22.734,2.062,269134.635,262953.6,化工原料,贵州,23.21,2.91,2.98,189822.47,115445.11,53826.85,31884.71,1.07,0.4,4.28,2.11,20010320.0,47922.05,1.61,19.32,21.43,27.57,7.28,35800.0
600366 ,宁波韵升,1.138,7.11,7.08,7.14,6.97,7.03,17776682.0,1.79723,125122929.0,9.182,1.613,703259.855631,703259.855631,电器仪表,浙江,79.91,9.89,9.89,555973.25,291434.0,91929.77,17491.73,0.18,0.066,4.47,1.57,20001030.0,313785.63,3.17,13.28,-78.24,18.51,4.25,58894.0
600365 ,通葡股份,-1.04,4.76,4.75,4.81,4.68,4.81,10481200.0,2.6203000000000003,49579739.0,238.0,2.754,190400.0,190400.0,红黄药酒,吉林,698.52,4.0,4.0,108219.32,77217.8,22010.82,54790.86,1.37,0.005,1.73,2.78,20010115.0,-26383.0,-0.66,11.61,-24.08,18.73,0.31,35525.0
600363 ,联创光电,1.317,10.77,10.65,10.83,10.65,10.63,8253461.0,1.86108,88742798.0,23.933,1.9929999999999999,477624.45975,477624.45975,元器件,江西,20.18,4.43,4.43,458382.31,238046.34,50399.06,63710.6,1.44,0.395,5.4,1.97,20010329.0,116512.57,2.63,15.16,1.45,12.41,7.02,41826.0
600362 ,江西铜业,2.077,16.22,16.08,16.3,15.98,15.89,24326213.0,1.17221,393386251.0,35.261,1.138,5616547.09491,3366051.29091,铜,江西,20.18,20.75,34.63,10622581.0,7441715.0,1797240.63,1168963.88,3.38,0.591,14.25,1.12,20020111.0,1900166.63,5.49,4.66,29.37,3.41,1.26,128543.0
600361 ,华联综超,0.658,4.59,4.54,4.63,4.52,4.56,6681819.0,1.00357,30538102.0,38.25,1.119,305605.834362,305605.834362,超市连锁,北京,33.09,6.66,6.66,977615.38,652025.13,56173.05,167767.17,2.52,0.10300000000000001,4.1,1.11,20011129.0,23917.07,0.36,0.66,-4.36,21.26,0.74,32054.0
600360 ,华微电子,1.752,6.97,6.88,7.05,6.82,6.85,16721055.0,2.25314,116415047.0,53.615,2.386,523672.828,517258.337,半导体,吉林,49.39,7.42,7.51,414896.34,260797.91,104833.72,54754.46,0.73,0.1,2.99,2.29,20010316.0,83342.7,1.11,11.69,40.49,21.81,6.24,93894.0
600359 ,新农开发,9.924,5.76,5.2,5.76,5.12,5.24,20487667.0,5.37011,112567864.0,64.0,3.38,219751.38432,219751.38432,农业综合,新疆,0.0,3.82,3.82,224258.16,137979.7,57670.8,93332.75,2.45,-0.115,1.7,3.07,19990429.0,-72835.05,-1.91,-52.46,-324.44,17.59,-10.29,48239.0
600358 ,国旅联合,-1.029,4.81,4.82,4.87,4.76,4.86,5644700.0,1.1179000000000001,27144273.0,75.156,4.642,242874.53346,242874.53346,旅游服务,江苏,0.0,5.05,5.05,80624.52,42030.73,2829.1,35533.15,0.7,-0.033,1.04,4.69,20000922.0,-33861.26,-0.67,18.26,-136.14,20.38,-8.58,45540.0
600356 ,恒丰纸业,9.015,10.4,9.8,10.49,9.71,9.54,21165422.0,7.0851,216125962.0,31.515,1.4809999999999999,310680.63312,310680.63312,造纸,黑龙江,39.0,2.99,2.99,272673.22,142374.02,89080.02,92567.02,3.1,0.183,7.02,1.36,20010419.0,70368.38,2.36,8.75,-27.0,22.39,4.77,17580.0
600355 ,精伦电子,0.632,4.78,4.75,4.83,4.73,4.75,11459690.0,2.32878,54897326.0,-39.833,6.632,235218.6376,235218.6376,元器件,湖北,422.51,4.92,4.92,54960.42,36719.7,12743.82,15094.57,0.31,0.008,0.72,6.59,20020613.0,-32972.85,-0.67,19.09,137.1,26.11,1.41,41547.0
600354 ,敦煌种业,0.615,4.91,4.83,4.94,4.8,4.88,10265300.0,1.9449100000000001,49967321.0,101.237,3.27,259150.82128,259150.82128,种植业,甘肃,0.0,5.28,5.28,222215.84,146212.59,48192.03,89895.68,1.7,-0.235,1.5,3.25,20040115.0,-66517.61,-1.26,81.19,-199.81,11.08,-33.82,63641.0
600353 ,旭光股份,1.054,5.75,5.67,5.8,5.67,5.69,3460599.0,0.6364700000000001,19876029.0,113.412,3.053,312639.0,312639.0,元器件,四川,43.55,5.44,5.44,164123.19,123266.67,31189.15,11375.75,0.21,0.098,1.96,2.9,20021120.0,36172.32,0.67,-2.91,72.71,18.31,7.07,47554.0
600352 ,浙江龙盛,-0.525,11.36,11.45,11.48,11.3,11.42,20965321.0,0.6444300000000001,238930226.0,14.94,1.9020000000000001,3695784.99296,3695784.99296,染料涂料,浙江,8.77,32.53,32.53,5148590.5,3542712.5,557971.44,155435.98,0.48,0.977,5.97,1.91,20030801.0,1411804.13,4.34,29.87,69.78,45.87,21.82,148642.0
600351 ,亚宝药业,8.785,9.04,8.56,9.14,8.32,8.31,33240993.0,4.31701,294403221.0,35.535,2.451,696080.020792,696080.020792,中成药,山西,22.48,7.7,7.7,457181.69,203807.55,170417.95,107806.06,1.4,0.27699999999999997,3.77,2.2,20020926.0,91208.18,1.18,21.54,43.99,57.36,9.55,56344.0
600350 ,山东高速,1.984,5.14,5.12,5.25,5.1,5.04,22517068.0,0.46802000000000005,116586981.0,9.345,0.868,2472939.250498,2472939.250498,路桥,山东,6.67,48.11,48.11,5924880.5,1051004.0,491200.31,462141.34,0.96,0.5670000000000001,5.92,0.85,20020318.0,1630211.0,3.39,-16.58,2.5,49.35,63.22,65245.0
600348 ,阳泉煤业,0.167,6.0,5.98,6.01,5.95,5.99,16687357.0,0.69386,99902932.0,8.824,0.882,1443000.0,1443000.0,煤炭开采,山西,7.69,24.05,24.05,4442643.5,1444441.75,1757047.63,0.0,0.0,0.584,6.8,0.88,20030821.0,1002810.81,4.17,12.97,21.12,17.41,5.55,100405.0
600346 ,恒力股份,-0.056,17.74,17.8,17.9,17.5,17.75,6320280.0,0.68747,111784890.0,29.082,3.144,8963649.32695,1630943.117908,化纤,辽宁,18.42,9.19,50.53,11510055.0,3875894.0,2320864.0,2045767.25,4.05,0.76,5.64,3.15,20010820.0,259364.0,0.51,34.43,98.94,16.51,8.33,24696.0
600345 ,长江通信,10.013,32.74,32.74,32.74,32.74,29.76,509200.0,0.25717,16671208.0,24.803,3.453,648252.0,648252.0,通信设备,湖北,20.5,1.98,1.98,201504.48,38431.15,3178.87,61631.94,3.11,1.089,9.48,3.14,20001222.0,70999.0,3.59,-38.72,9.34,8.81,180.18,27300.0
600343 ,航天动力,0.0,11.02,0.0,0.0,0.0,11.02,0.0,0.0,0.0,446.154,3.205,703303.395496,703303.395496,航空,陕西,530.15,6.38,6.38,430081.16,313527.72,76605.71,116351.27,1.82,0.016,3.44,3.21,20030408.0,34208.55,0.54,-15.45,-6.17,16.57,1.12,90827.0
600340 ,华夏幸福,1.165,32.12,31.82,32.8,31.8,31.75,12502562.0,0.42311000000000004,403789879.0,11.35,3.057,9644324.569308,9491288.829308,区域地产,河北,9.08,29.55,30.03,39738748.0,36718416.0,288856.72,291356.88,0.97,2.54,10.51,3.02,20031230.0,2505026.25,8.34,46.14,26.49,45.37,17.45,118175.0
600339 ,中油工程,-1.818,4.86,5.0,5.05,4.82,4.95,39042900.0,2.5153600000000003,191225915.0,39.901,1.178,2713409.670906,754359.801732,石油加工,新疆,39.97,15.52,55.83,9620125.0,8769886.0,534481.31,1451701.88,2.6,0.09300000000000001,4.13,1.2,20001225.0,245765.42,0.44,9.77,-0.47,6.27,1.51,52304.0
600338 ,西藏珠峰,-0.78,25.43,25.6,25.6,25.12,25.63,2992377.0,0.45825000000000005,75800435.0,14.911,6.8100000000000005,1660597.469809,1660597.469809,铅锌,西藏,16.33,6.53,6.53,412807.47,253908.66,104445.77,2236.43,0.03,1.177,3.73,6.86,20001227.0,239178.8,3.66,-11.42,-6.77,71.52,48.95,25035.0
600337 ,美克家居,0.201,4.99,5.0,5.03,4.95,4.98,8786788.0,0.5084000000000001,43803447.0,20.792,1.83,885751.315264,862427.287802,家居用品,新疆,19.67,17.28,17.75,863967.13,539827.81,145355.52,127037.15,0.72,0.19,2.73,1.83,20001127.0,166681.63,0.94,36.5,30.37,57.04,8.41,22442.0
