code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb_x,mktcap,nmc,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb_y,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
603986 ,兆易创新,0.118,101.5,101.35,104.2,100.13,101.38,2965163.0,1.4297,302688337.0,51.005,15.12,2889141.5532,2105081.36685,半导体,北京,58.92,2.07,2.85,283410.34,170805.91,23405.72,71454.4,2.51,1.31,6.71,15.1,20160818.0,105522.9,3.71,13.45,8.21,38.41,21.34,35091.0
603985 ,恒润股份,-1.044,28.44,28.57,29.39,27.88,28.74,1362718.0,2.04735,38974193.0,22.473,2.765,295776.0,189296.64,机械基件,江苏,24.0,0.67,1.04,138518.84,92500.11,31031.76,57970.61,5.57,1.0,10.29,2.79,20170505.0,37661.98,3.62,46.62,46.82,25.68,11.85,12117.0
603980 ,吉华集团,-0.207,14.46,14.53,14.56,14.38,14.49,2343200.0,0.9539400000000001,33935075.0,16.376,1.726,723000.0,355185.445248,染料涂料,浙江,9.88,2.46,5.0,491578.81,343155.81,110271.61,134342.02,2.69,1.1,8.38,1.73,20170615.0,216273.59,4.33,13.9,81.26,39.25,25.24,36710.0
603979 ,金诚信,0.884,9.13,9.04,9.17,9.04,9.05,2274133.0,0.38980000000000004,20727804.0,26.086,1.33,532651.898416,532651.898416,建筑施工,北京,17.65,5.83,5.83,618179.63,456472.0,117460.9,160512.06,2.75,0.385,6.89,1.31,20150630.0,163899.77,2.81,25.74,34.6,25.49,10.11,31407.0
603978 ,深圳新星,-3.072,23.98,24.2,24.39,23.04,24.74,4859135.0,6.66222,115547403.0,15.274000000000001,2.803,383680.0,174899.76064,铝,深圳,36.19,0.76,1.6,173667.11,82959.34,51425.81,58081.53,3.63,0.513,8.55,2.89,20170807.0,57826.48,3.61,4.76,-0.58,19.68,10.52,11935.0
603977 ,国泰集团,1.792,8.52,8.34,8.57,8.34,8.37,2350360.0,1.3358,19986456.0,38.727,1.8170000000000002,333331.35096,149911.104,化工原料,江西,46.56,1.76,3.91,273376.0,97858.06,86986.84,103370.24,2.64,0.22,4.69,1.79,20161111.0,35982.73,0.92,53.6,2.51,37.84,8.1,16000.0
603976 ,正川股份,-2.625,20.77,20.95,21.05,20.52,21.33,2751247.0,7.18342,57109387.0,22.824,3.233,314042.4,79548.971226,医疗保健,重庆,36.4,0.38,1.51,106871.21,69654.21,28750.9,55554.03,3.67,0.44,6.42,3.32,20170822.0,23167.85,1.53,18.87,3.17,28.75,14.61,14300.0
603970 ,中农立华,0.291,17.25,17.14,17.34,17.03,17.2,1620355.0,2.03562,27862901.0,19.627,3.284,276000.138,137310.138,其他商业,北京,22.75,0.8,1.6,269570.5,249929.45,3830.87,33324.87,2.08,0.5670000000000001,5.25,3.27,20171116.0,28625.77,1.79,2.0,25.08,11.11,3.08,16929.0
603969 ,银龙股份,0.538,5.61,5.62,5.68,5.55,5.58,12513937.0,1.48798,70338292.0,31.167,2.732,471801.0,471801.0,其他建材,天津,31.19,8.41,8.41,268801.09,205543.67,34134.76,23053.42,0.27,0.179,2.05,2.72,20150227.0,55051.9,0.65,7.3,27.22,17.28,6.44,42600.0
603968 ,醋化股份,-1.133,15.71,15.89,15.93,15.59,15.89,2484175.0,1.21487,39089070.0,19.886,2.298,321238.08,321238.08,化工原料,江苏,16.27,2.04,2.04,194619.86,120284.27,55861.35,39697.4,1.94,0.732,6.84,2.32,20150518.0,66507.15,3.25,29.44,40.81,19.0,9.99,14259.0
603966 ,法兰泰克,-0.267,11.21,11.16,11.26,11.09,11.24,2483070.0,2.67028,27753781.0,27.341,2.691,236508.1316,104240.785584,机械基件,江苏,37.42,0.93,2.11,137008.59,107469.51,19826.28,33283.28,1.58,0.225,4.17,2.7,20170125.0,29082.8,1.38,21.89,9.5,24.42,9.24,16665.0
603963 ,大理药业,-2.101,15.84,15.8,16.03,15.4,16.18,4102280.0,5.37123,64301662.0,28.8,4.4879999999999995,205920.0,120978.0,化学制药,云南,291.8,0.76,1.3,60328.41,43237.87,9679.65,20749.92,1.6,0.042,3.53,4.58,20170922.0,9166.78,0.71,57.31,-86.15,80.19,1.76,16029.0
603960 ,克来机电,-3.954,35.71,38.75,38.75,35.31,37.18,1255696.0,2.42373,45764581.0,74.396,9.878,482799.2,185007.896388,专用机械,上海,77.16,0.52,1.35,94063.34,56575.51,15922.01,15515.67,1.15,0.48200000000000004,3.62,10.28,20170314.0,17837.28,1.32,131.51,32.31,28.01,11.17,4699.0
603959 ,百利科技,-0.156,19.25,19.28,19.5,19.1,19.28,1734100.0,1.16414,33537978.0,40.104,5.775,603680.0,286748.0,建筑施工,湖南,50.06,1.49,3.14,267237.56,228363.52,4442.65,18044.78,0.58,0.289,3.33,5.78,20160517.0,50650.17,1.62,29.21,55.43,40.24,16.37,10725.0
603958 ,哈森股份,0.544,9.24,9.27,9.28,9.16,9.19,1027085.0,1.55621,9476538.0,110.526,1.8719999999999999,203193.7446,60983.072304,服饰,江苏,206.52,0.66,2.2,139301.16,113328.7,11591.17,48002.15,2.18,0.033,4.94,1.86,20160629.0,34070.55,1.55,-8.16,-64.93,53.12,0.74,20334.0
603956 ,威派格,-0.035,28.24,28.07,28.65,27.56,28.25,7178885.0,16.85339,202266056.0,100.857,14.335,1202911.3224,120291.3864,专用机械,上海,135.91,0.43,4.26,98239.92,0.0,0.0,0.0,0.0,0.156,2.06,13.71,20190222.0,0.0,0.0,0.0,0.0,0.0,15.52,42188.0
603955 ,大千生态,2.435,18.09,17.56,18.29,17.56,17.66,1361900.0,1.90956,24591548.0,18.834,1.875,204597.9,129018.265317,环境保护,江苏,26.55,0.71,1.13,277210.78,171486.56,1759.05,55745.85,4.93,0.499,9.65,1.83,20170310.0,37837.62,3.35,18.95,3.08,27.46,10.29,11052.0
603939 ,益丰药房,0.995,56.84,56.11,56.99,55.39,56.28,492356.0,0.13575,27757932.0,65.787,6.1,2141765.338104,2061556.436072,医药商业,湖南,51.51,3.63,3.77,656448.25,361399.69,39217.42,200596.44,5.32,0.85,9.32,6.04,20150217.0,95935.05,2.55,36.46,40.23,40.49,6.62,6559.0
603938 ,三孚股份,-0.52,22.96,23.08,23.63,22.44,23.08,5599782.0,11.0261,128271463.0,21.064,3.329,344782.5136,116606.0336,化工原料,河北,29.83,0.51,1.5,111518.3,72104.96,29013.74,38836.76,2.59,0.58,6.9,3.35,20170628.0,42929.03,2.86,4.14,-8.13,27.17,10.5,12870.0
603937 ,丽岛新材,0.817,13.57,13.4,13.62,13.4,13.46,2354600.0,3.10395,31914446.0,23.397,2.195,283450.16,102939.669676,铝,江苏,24.3,0.76,2.09,167856.67,144891.52,11457.23,55184.35,2.64,0.415,6.18,2.18,20171102.0,48799.78,2.34,8.61,22.7,15.3,8.95,24723.0
603936 ,博敏电子,1.789,19.34,19.01,19.5,18.96,19.0,1617409.0,0.9664800000000001,31133364.0,49.59,1.974,435202.88523,323654.9,元器件,广东,38.9,1.67,2.25,372811.88,145201.31,107665.6,134566.81,5.98,0.38,9.8,1.94,20151209.0,50165.2,2.23,19.16,45.87,16.79,5.77,18655.0
603933 ,睿能科技,0.996,21.3,21.15,21.66,21.0,21.09,1348360.0,3.75191,28871709.0,13.54,2.939,306161.94,76547.94,纺织机械,福建,21.78,0.36,1.44,163245.98,150199.23,5881.46,45702.03,3.18,0.726,7.25,2.91,20170706.0,41445.01,2.88,-0.67,-20.02,19.16,7.04,11940.0
603929 ,亚翔集成,-0.781,19.05,19.18,19.3,18.91,19.2,2849500.0,2.95101,54425862.0,31.75,3.765,406450.8,183946.8,装修装饰,江苏,21.81,0.97,2.13,187908.77,183167.0,2066.61,25862.38,1.21,0.66,5.06,3.8,20161230.0,55457.05,2.6,44.72,37.79,10.95,7.55,19127.0
603928 ,兴业股份,0.065,15.46,15.38,15.55,15.31,15.45,1558796.0,2.48329,24094869.0,23.075,2.593,311673.6,97044.739,化工原料,江苏,21.64,0.63,2.02,148734.66,94179.7,23189.32,54826.28,2.72,0.536,5.96,2.59,20161212.0,39148.65,1.94,27.9,17.29,21.5,9.49,19504.0
603926 ,铁流股份,0.807,17.49,17.35,17.59,17.35,17.35,794830.0,1.22108,13898790.0,17.147,1.953,215949.03,113846.820978,汽车配件,浙江,25.09,0.65,1.23,160944.69,98958.13,45192.12,62133.9,5.03,0.53,8.97,1.93,20170510.0,32992.87,2.67,5.29,-28.11,27.98,9.8,13298.0
603922 ,金鸿顺,4.337,21.17,20.25,21.32,20.24,20.29,1734953.0,5.42173,36144956.0,24.333,2.398,270976.0,67744.0,汽车配件,江苏,40.5,0.32,1.28,169547.47,120854.05,24991.68,71546.75,5.59,0.376,8.83,2.3,20171023.0,25444.84,1.99,5.55,-33.85,18.38,5.98,15205.0
603920 ,世运电路,0.502,14.01,13.95,14.2,13.87,13.94,2101000.0,1.6387200000000002,29543868.0,28.592,2.421,573432.102,179622.235218,元器件,广东,26.03,1.28,4.09,306631.22,210872.52,85980.46,131502.31,3.21,0.41,5.79,2.41,20170426.0,52259.05,1.28,9.64,3.65,21.34,10.15,33853.0
603919 ,金徽酒,-1.125,15.82,15.68,16.09,15.53,16.0,4193243.0,1.15199,65817525.0,22.282,2.8810000000000002,575848.0,575848.0,白酒,甘肃,22.52,3.64,3.64,270048.72,100883.96,115148.61,65397.81,1.8,0.71,5.49,2.91,20160310.0,86481.3,2.38,9.72,2.24,62.3,17.68,24600.0
603918 ,金桥信息,1.916,14.89,14.64,14.95,14.47,14.61,1237297.0,0.70091,18325826.0,74.45,4.959,267297.835,262847.214,软件服务,上海,73.13,1.77,1.8,105278.7,82497.34,6103.99,16548.75,0.92,0.15,3.0,4.86,20150528.0,20005.9,1.11,27.51,333.16,32.73,5.77,19609.0
603917 ,合力科技,0.689,13.15,13.06,13.21,13.02,13.06,2084680.0,2.59748,27390626.0,13.884,2.341,206192.0,105539.15428,汽车配件,浙江,22.79,0.8,1.57,119072.52,78426.86,23270.35,28987.25,1.85,0.43,5.62,2.33,20171204.0,38071.59,2.43,17.31,26.51,33.07,16.5,18332.0
603916 ,苏博特,-0.286,13.95,13.9,14.17,13.85,13.99,3920870.0,3.04061,54893057.0,24.474,2.12,433342.8,179885.25,化工原料,江苏,14.66,1.29,3.11,318950.03,200935.16,80658.0,105457.42,3.39,0.73,6.74,2.08,20171110.0,65800.84,2.12,35.69,93.2,36.49,13.9,28113.0
603912 ,佳力图,-1.856,16.92,17.0,17.17,16.69,17.24,3807929.0,3.5324,64297545.0,24.171,5.323,367169.076,182397.6,专用机械,江苏,35.53,1.08,2.17,100102.38,84480.5,8119.61,30968.23,1.43,0.38,3.18,5.42,20171101.0,16509.97,0.76,20.81,49.04,42.75,20.8,20130.0
603909 ,合诚股份,-0.11,27.13,27.2,27.3,27.01,27.16,607300.0,2.4292,16471471.0,43.596,4.197,278082.5,67825.0,建筑施工,福建,59.95,0.25,1.03,123443.51,85491.46,14129.87,26157.9,2.55,0.35,6.46,4.2,20160628.0,31450.83,3.07,49.93,-25.32,41.15,10.01,7596.0
603908 ,牧高笛,0.986,25.6,25.48,25.74,25.35,25.35,337026.0,1.4622,8612740.0,32.0,3.7560000000000002,170726.4,59006.2208,纺织,浙江,29.8,0.23,0.67,63725.48,57840.17,3814.98,22928.67,3.44,0.638,6.82,3.72,20170307.0,13175.98,1.98,9.85,-17.96,26.91,9.25,10609.0
603906 ,龙蟠科技,3.293,10.35,10.05,10.45,10.01,10.02,2791639.0,2.9912900000000002,28605260.0,23.523,2.092,262956.24,96591.8304,化工原料,江苏,34.28,0.93,2.54,214443.7,136036.2,39505.28,60453.55,2.38,0.25,4.95,2.03,20170410.0,37488.4,1.48,13.89,-21.73,29.91,5.32,18381.0
603903 ,中持股份,1.679,24.23,24.21,24.88,23.89,23.83,3374712.0,4.55163,82415161.0,37.277,3.222,250286.208,179648.188548,环境保护,北京,28.76,0.74,1.03,231304.52,98003.56,1332.43,43873.8,4.25,0.63,7.52,3.17,20170314.0,23981.93,2.32,123.72,117.35,24.66,9.3,12392.0
603901 ,永创智能,-0.485,8.2,8.3,8.3,8.17,8.24,1822800.0,0.99065,15003750.0,51.25,2.774,360299.00132,150880.0,专用机械,浙江,39.23,1.84,4.39,279161.19,211133.92,28448.26,42743.55,0.97,0.17,2.96,2.79,20150529.0,39070.26,0.89,21.21,20.99,29.7,5.98,30659.0
603900 ,莱绅通灵,1.271,14.34,14.2,14.41,13.81,14.16,1738276.0,2.04218,24826979.0,15.665,2.03,488239.48656,122059.87164,服饰,江苏,16.95,0.85,3.4,276986.97,256234.7,7404.27,109394.72,3.21,0.626,7.07,2.0,20161123.0,86550.15,2.54,-8.88,-13.31,55.41,16.09,20204.0
603899 ,晨光文具,-2.027,33.83,34.1,34.42,33.4,34.53,2288811.0,0.24878000000000003,77488993.0,49.086,9.64,3112360.0,3112360.0,文教休闲,上海,38.14,9.2,9.2,505992.31,350277.47,85390.31,27234.76,0.3,0.679,3.51,9.84,20150127.0,176707.66,1.92,36.29,27.31,25.46,10.2,9300.0
603898 ,好莱客,0.572,19.33,19.24,19.5,19.12,19.22,1187139.0,0.38344000000000006,22941076.0,16.809,2.7030000000000003,607578.986538,598458.126038,家居用品,广东,14.78,3.1,3.14,274395.44,148725.94,48377.9,94744.7,3.01,0.97,7.29,2.64,20150217.0,99128.9,3.15,21.29,37.3,40.37,20.19,10615.0
603897 ,长城科技,-0.504,25.66,25.8,25.92,25.36,25.79,1387500.0,3.11099,35631549.0,19.293,2.787,457774.4,114443.6,电气设备,浙江,24.29,0.45,1.78,181071.88,164529.27,11954.19,92577.02,5.19,0.9,9.21,2.8,20180410.0,49492.55,2.77,0.0,0.0,7.75,3.79,25799.0
603896 ,寿仙谷,4.558,43.13,41.4,43.8,41.4,41.25,1264700.0,2.07136,54353183.0,60.746,6.699,618202.1298,263336.6845,中成药,浙江,73.91,0.61,1.43,108429.57,44311.62,23479.47,56892.26,3.97,0.419,6.44,6.41,20170510.0,25646.74,1.79,38.88,18.12,86.14,18.5,14925.0
603895 ,天永智能,-0.111,26.97,26.93,27.19,26.79,27.0,1220440.0,3.72459,32922982.0,25.182,4.515,291491.76,88372.97658,专用机械,上海,42.74,0.33,1.08,107933.6,101862.75,953.32,37751.95,3.49,0.48,5.97,4.52,20180122.0,14602.59,1.35,30.42,1.59,28.89,13.04,15398.0
603890 ,春秋电子,0.643,14.09,14.0,14.19,13.96,14.0,1570000.0,1.6221999999999999,22141275.0,9.032,1.941,270246.2,136365.838,机械基件,江苏,22.22,0.97,1.92,258915.52,179799.02,37497.43,81955.96,4.27,0.47200000000000003,7.4,1.89,20171212.0,36688.55,1.91,0.74,-22.41,17.86,7.15,18079.0
603889 ,新澳股份,0.181,11.06,10.99,11.2,10.89,11.04,2734600.0,0.6946800000000001,30113745.0,18.746,1.896,435378.081208,435378.081208,纺织,浙江,19.56,3.94,3.94,276267.19,172688.61,81322.99,107738.47,2.74,0.43,5.83,1.89,20141231.0,76280.61,1.94,9.4,4.71,18.55,8.28,13680.0
603888 ,新华网,10.013,26.15,24.0,26.15,23.99,23.77,14833727.0,8.40581,376886865.0,47.545,4.891,1357261.7764,461468.9977,互联网,北京,53.05,1.76,5.19,377244.56,294231.88,16647.64,158260.92,3.05,0.336,5.35,4.45,20161028.0,56602.32,1.09,7.13,2.11,44.29,18.05,29789.0
603887 ,城地股份,0.477,18.97,18.94,19.22,18.92,18.88,647760.0,0.78075,12365063.0,28.313,3.31,273547.4,157387.48844,建筑施工,上海,28.78,0.83,1.44,165483.31,149982.2,8781.46,42108.03,2.92,0.49200000000000005,5.73,3.29,20161010.0,31412.19,2.18,68.07,32.15,18.26,6.94,12082.0
603886 ,元祖股份,-0.711,23.73,23.82,24.19,23.66,23.9,528083.0,0.43568,12635805.0,27.918,4.188,569520.0,287628.957,食品,上海,17.4,1.21,2.4,263683.69,182507.31,31782.1,51494.55,2.15,1.03,5.67,4.22,20161228.0,49111.7,2.05,16.47,25.55,64.69,15.15,16450.0
603885 ,吉祥航空,2.156,13.74,13.52,13.98,13.52,13.45,13756175.0,0.7655000000000001,189581437.0,18.568,2.553,2469096.517398,2469096.517398,空运,上海,12.64,17.97,17.97,1990858.75,692386.0,719935.25,324235.75,1.8,0.7979999999999999,5.38,2.5,20150527.0,413148.88,2.3,14.79,15.32,20.06,12.91,26008.0
603883 ,老百姓,0.415,62.97,62.89,63.66,62.02,62.71,768565.0,0.28785000000000005,48118903.0,45.63,6.111,1794300.340002,1681299.0,医药商业,湖南,41.28,2.67,2.85,769960.56,415607.97,32921.07,129878.0,4.56,1.139,10.3,6.09,20150423.0,125747.57,4.41,28.77,18.33,35.56,4.79,10608.0
603882 ,金域医学,0.0,29.5,29.82,29.94,28.78,29.5,2278272.0,0.8147200000000001,66779645.0,64.13,7.383,1350759.50215,824936.1356,医疗保健,广东,61.65,2.8,4.58,392399.72,235358.97,117087.01,83441.15,1.82,0.359,4.0,7.38,20170908.0,50900.01,1.11,18.48,11.36,39.04,4.95,24112.0
603881 ,数据港,1.03,41.18,39.9,42.43,39.5,40.76,7643699.0,5.9789,311240462.0,60.559,8.652,867195.239944,526463.889844,电信运营,上海,60.09,1.28,2.11,265857.5,76745.21,134097.16,36634.05,1.74,0.6779999999999999,4.76,8.56,20170208.0,40085.6,1.9,74.86,24.34,29.77,15.7,25900.0
603880 ,南卫股份,0.935,14.04,13.95,14.19,13.93,13.91,1564330.0,2.46711,21985617.0,24.632,3.203,182520.0,89024.13,医疗保健,江苏,25.83,0.63,1.3,84285.0,62601.13,6767.41,23054.42,1.77,0.40399999999999997,4.38,3.17,20170807.0,18244.93,1.4,-2.79,27.7,25.35,14.99,12751.0
603879 ,永悦科技,4.118,12.39,11.82,12.56,11.82,11.9,4372696.0,5.39839,53463775.0,34.417,3.338,178416.0,100359.0,化工原料,福建,37.68,0.81,1.44,60010.07,52640.86,5508.49,24257.45,1.68,0.237,3.71,3.21,20170614.0,11586.17,0.8,9.22,-6.57,16.69,7.63,9675.0
603878 ,武进不锈,0.774,14.33,14.21,14.5,14.14,14.22,1864800.0,1.8461500000000002,26809873.0,22.746,1.38,293003.7904,144747.48763,钢加工,江苏,15.08,1.01,2.04,287521.47,223450.45,41150.68,108571.67,5.31,0.7070000000000001,10.38,1.37,20161219.0,74476.0,3.64,41.86,55.72,19.93,9.96,19498.0
603877 ,太平鸟,0.15,20.01,20.01,20.33,19.86,19.98,850840.0,0.42437,17084363.0,20.629,2.927,961999.3593,401188.07379,服饰,浙江,25.52,2.0,4.81,605650.63,444063.94,37275.39,146235.38,3.04,0.5870000000000001,6.84,2.92,20170109.0,128336.13,2.67,13.14,69.72,54.35,5.78,12829.0
603876 ,鼎胜新材,1.285,20.49,20.31,20.57,20.19,20.23,2231000.0,3.43231,45588730.0,27.32,2.682,881070.0,133185.0,铝,江苏,36.48,0.65,4.3,860010.5,523972.31,232990.22,155268.17,3.61,0.45,7.64,2.65,20180418.0,117998.61,2.74,0.0,0.0,8.78,2.31,33303.0
603871 ,嘉友国际,9.237,51.8,47.48,52.16,47.48,47.42,2278004.0,8.13573,116055309.0,15.071,3.789,580160.0,145040.0,仓储物流,北京,17.78,0.28,1.12,217872.16,179741.69,13171.42,85768.56,7.66,2.08,13.67,3.47,20180206.0,53237.93,4.75,25.97,30.45,9.28,7.32,12706.0
603869 ,新智认知,1.371,20.71,20.35,20.85,20.35,20.43,1441932.0,0.5378200000000001,29738435.0,26.896,1.903,722377.781028,555246.308252,软件服务,广西,18.6,2.68,3.49,664996.56,405936.0,81031.28,263064.47,7.54,0.8240000000000001,10.88,1.88,20150326.0,75404.56,2.16,22.26,50.25,40.53,14.38,17406.0
603868 ,飞科电器,2.182,44.96,43.56,45.17,43.56,44.0,813440.0,1.86569,36241308.0,23.417,8.238,1958457.6,196025.6,家用电器,上海,23.16,0.44,4.36,323958.31,227446.27,58316.16,68804.5,1.58,1.425,5.46,8.06,20160418.0,103601.3,2.38,5.85,3.47,39.6,22.02,10015.0
603866 ,桃李面包,-1.984,55.82,57.0,57.0,55.55,56.95,609200.0,0.12944,34087840.0,41.044,7.678,2627034.332,2627034.332,食品,辽宁,43.44,4.71,4.71,378243.31,200932.3,126925.86,122749.47,2.61,0.983,6.89,8.27,20151222.0,134215.13,2.85,19.26,29.27,39.34,13.13,5317.0
603861 ,白云电器,0.64,12.58,12.5,12.65,12.42,12.5,2022100.0,1.66998,25415209.0,33.21,2.459,556967.735184,152325.322496,电气设备,广东,37.36,1.21,4.43,509166.84,320403.66,92649.82,22362.5,0.51,0.251,5.12,2.44,20160322.0,137538.27,3.11,21.17,-11.44,27.62,6.19,23366.0
603860 ,中公高科,1.904,28.9,28.47,29.39,28.47,28.36,678631.0,2.8065800000000003,19694581.0,35.244,3.415,192705.2,69880.2,公路,北京,97.17,0.24,0.67,66014.63,40360.28,17699.9,22071.03,3.31,0.21899999999999997,8.46,3.35,20170802.0,24507.77,3.68,9.93,-12.24,46.15,12.15,6009.0
603859 ,能科股份,3.319,25.84,25.29,25.95,25.15,25.01,1664262.0,3.3358600000000003,42621565.0,76.928,4.333,293439.04,128915.76,软件服务,北京,117.94,0.5,1.14,89005.8,72527.71,4432.26,28533.8,2.51,0.159,5.96,4.19,20161021.0,24798.85,2.18,118.22,81.78,46.54,6.71,11130.0
603858 ,步长制药,0.135,29.58,29.54,29.76,29.42,29.54,5014247.0,1.17654,148440772.0,12.313,1.9769999999999999,2621793.72,1260657.140868,中成药,山东,16.15,4.26,8.86,1916751.75,688425.94,171635.98,363985.25,4.11,1.3719999999999999,14.96,1.97,20161118.0,839198.69,9.47,-1.69,7.57,82.82,13.09,77891.0
603856 ,东宏股份,-0.602,13.22,13.3,13.36,13.12,13.3,1661586.0,1.81735,22014070.0,16.949,2.228,338980.1012,120869.138,塑料,山东,20.45,0.91,2.56,188976.19,151340.31,26260.66,65389.11,2.55,0.488,5.93,2.24,20171106.0,55577.7,2.17,24.79,22.27,23.22,10.52,12966.0
603855 ,华荣股份,0.954,9.52,9.38,9.56,9.38,9.43,1057658.0,0.5247900000000001,10027840.0,22.14,2.16,315178.64,191866.08,专用机械,上海,22.74,2.02,3.31,247453.45,192861.48,40662.75,67116.92,2.03,0.311,4.41,2.14,20170524.0,36941.68,1.12,18.73,61.4,53.9,9.59,22413.0
603848 ,好太太,0.111,17.97,18.11,18.19,17.78,17.95,2056826.0,2.8926600000000002,36816810.0,31.526,5.978,720597.0,127775.685,家居用品,广东,28.99,0.71,4.01,141362.48,103457.96,5256.62,33760.71,0.84,0.46399999999999997,3.01,5.97,20171201.0,43085.28,1.07,18.16,35.09,41.47,20.64,12119.0
603843 ,正平股份,-1.145,9.5,9.4,9.67,9.4,9.61,13027022.0,6.75548,123916822.0,79.167,2.87,380002.85,183194.51635,建筑施工,青海,57.0,1.93,4.0,513017.44,387653.41,49199.76,39668.5,0.99,0.126,3.31,2.9,20160905.0,41895.03,1.05,76.19,145.21,10.41,2.98,40390.0
603839 ,安正时尚,0.67,12.02,11.94,12.07,11.91,11.94,1795154.0,1.70134,21545380.0,12.02,1.791,485953.0942,126828.09244,服饰,浙江,14.66,1.06,4.04,324758.41,225372.05,53049.55,100409.15,2.48,0.62,6.71,1.78,20170214.0,119382.88,2.95,16.66,20.69,67.62,21.25,19777.0
603838 ,四通股份,0.408,9.85,9.75,9.94,9.73,9.81,1445200.0,0.5419200000000001,14278113.0,61.563,3.602,262679.8,262679.8,陶瓷,广东,36.81,2.67,2.67,85085.68,37174.94,19428.13,13989.55,0.52,0.2,2.73,3.59,20150701.0,29289.6,1.1,4.25,49.77,30.45,14.98,22680.0
603833 ,欧派家居,1.029,108.01,108.0,109.28,106.31,106.91,896031.0,0.9728,96721180.0,33.648,6.317,4538488.942351,994860.052543,家居用品,广东,28.07,0.92,4.2,1060927.0,400164.81,329272.0,296751.94,7.06,2.85,17.1,6.25,20170328.0,374683.31,8.92,18.74,27.07,37.88,14.64,8187.0
